1001 10000
307 147 93
263 404 56
376 650 94
279 975 43
354 584 17
79 710 94
195 184 59
22 26 11
268 112 63
79 40 22
847 455 95
661 583 29
804 58 89
728 505 31
622 144 91
67 422 4
524 128 92
640 130 43
691 808 50
576 945 84
781 782 44
692 536 45
440 956 22
231 944 52
257 157 12
73 14 19
148 268 92
234 713 49
283 733 85
256 24 8
983 890 68
603 406 18
739 348 98
128 363 95
954 103 75
607 538 42
805 327 40
988 769 93
969 333 68
488 587 59
665 598 97
977 292 55
350 89 56
60 65 14
777 485 22
357 704 30
382 697 15
10 99 80
195 948 77
239 590 97
725 501 35
126 86 84
298 73 82
24 577 76
150 646 61
747 554 13
702 717 50
192 573 38
835 598 8
953 88 43
788 244 23
48 555 13
636 569 62
189 132 82
992 580 51
752 978 60
126 376 6
312 203 7
153 400 60
624 532 98
327 599 68
492 653 82
191 941 24
422 656 96
295 74 47
870 10 36
923 576 78
361 152 90
316 820 53
975 168 34
540 4 69
338 861 43
861 537 89
845 714 52
638 907 92
249 344 29
710 450 79
500 255 64
155 962 73
43 658 55
504 352 36
457 619 78
233 375 68
918 139 30
629 685 79
419 368 11
120 47 80
925 758 15
428 771 98
623 592 84
716 672 15
315 9 78
848 724 46
504 38 88
126 234 73
144 762 99
488 875 96
938 930 72
436 360 93
353 928 85
409 637 67
634 517 68
388 593 18
415 275 83
491 979 53
332 498 71
327 750 83
798 383 52
225 50 89
782 730 32
490 337 61
261 325 91
486 816 97
527 290 36
483 459 5
670 231 50
416 470 86
798 283 57
755 498 69
247 717 8
329 108 62
861 524 93
275 61 76
281 271 49
880 119 75
442 226 74
30 571 85
461 842 3
205 949 90
886 568 61
367 495 15
218 904 17
727 680 62
346 386 99
630 952 5
440 387 54
108 61 14
375 504 47
951 618 6
530 112 62
841 397 1
652 491 67
938 795 17
384 477 67
513 966 47
327 438 9
682 99 87
846 645 9
190 201 21
428 822 97
61 521 52
423 600 58
983 800 37
458 153 43
623 723 70
110 219 35
142 662 61
290 674 5
76 710 28
221 81 92
692 269 69
699 919 56
867 401 52
559 36 31
575 547 1
540 131 60
252 217 17
308 481 31
352 299 15
695 8 54
292 74 38
514 378 100
15 112 6
740 801 61
643 77 52
901 119 53
948 746 7
454 100 33
472 904 77
836 248 98
11 266 93
423 320 72
327 616 93
214 778 79
695 867 70
686 985 99
800 165 17
106 380 72
884 311 8
255 863 53
395 850 56
385 246 34
456 519 44
146 275 48
645 593 24
519 531 4
338 41 58
531 771 35
728 326 99
117 606 46
196 212 70
373 972 12
851 129 76
479 554 67
191 346 26
643 531 24
509 36 41
787 265 73
785 10 55
504 199 29
715 245 2
770 791 22
476 401 13
865 543 93
478 711 3
918 106 6
406 144 16
168 140 92
467 527 83
375 1 83
742 230 76
188 912 61
594 37 2
22 479 95
192 266 33
415 923 51
364 486 75
415 742 13
586 426 84
464 635 93
411 21 32
642 174 4
504 302 93
136 759 89
577 392 64
930 872 72
624 369 47
487 140 48
84 621 21
596 287 73
958 155 87
490 170 31
794 31 77
42 694 37
793 346 5
820 61 41
85 470 60
699 728 71
720 625 7
216 367 44
747 140 46
865 455 77
402 780 30
265 149 87
694 363 82
147 322 12
159 529 36
211 853 62
651 393 2
240 262 93
884 676 62
839 292 100
194 743 87
657 67 35
16 668 96
287 211 89
305 761 75
759 569 88
8 312 79
570 85 65
170 80 87
552 416 60
66 626 56
623 264 62
382 861 24
456 775 61
444 948 77
256 225 87
118 815 25
388 193 86
837 856 43
77 441 70
808 394 37
768 910 32
836 517 5
761 503 28
81 780 7
754 672 22
660 794 13
147 904 44
348 446 38
224 232 12
943 541 97
275 347 81
837 963 22
932 599 79
879 841 62
464 54 73
322 258 11
509 254 57
484 374 91
964 848 4
785 642 37
356 416 81
162 949 57
354 886 23
933 880 25
518 976 28
752 742 45
135 387 48
241 521 31
863 610 86
117 166 18
20 284 99
45 173 14
752 37 37
621 874 86
967 300 33
227 67 47
861 662 27
365 952 35
991 336 56
144 767 15
291 989 18
887 600 26
155 342 61
782 876 66
706 935 25
892 10 48
225 924 100
372 141 78
401 463 17
315 195 7
837 835 28
415 218 64
400 545 97
136 687 55
381 306 48
504 238 80
406 344 64
703 567 54
292 601 87
803 180 44
98 820 77
469 401 68
755 7 61
230 477 82
476 698 36
655 706 91
539 988 31
223 141 41
460 634 84
269 202 9
270 246 73
382 293 41
930 901 8
799 938 75
546 127 12
226 290 43
535 493 61
560 494 21
507 899 19
287 883 90
741 893 39
199 940 50
855 151 39
208 500 81
979 397 13
526 822 53
743 291 36
197 129 58
842 801 57
631 226 53
158 243 8
295 326 12
924 797 6
571 605 59
677 862 98
736 118 61
677 969 82
194 126 11
87 278 100
254 425 27
464 330 46
753 110 61
591 179 39
619 396 71
633 710 32
86 605 49
343 624 28
220 669 100
721 112 87
494 14 7
755 29 48
975 991 75
482 594 29
604 832 43
434 55 55
373 596 33
127 701 86
373 168 4
998 238 59
814 104 68
844 149 27
836 755 97
590 333 67
876 177 77
260 179 82
327 801 12
61 92 89
552 961 23
550 775 44
321 741 4
108 142 29
439 969 60
114 285 5
685 75 20
666 244 33
821 667 85
297 721 94
0 671 25
391 192 46
152 425 11
844 438 67
41 198 39
406 797 20
578 906 47
658 31 74
126 637 42
149 48 66
648 923 96
257 755 10
181 937 99
307 746 32
547 602 16
134 514 98
121 22 25
35 821 54
954 532 71
156 905 72
512 493 93
260 835 36
601 572 7
459 388 82
925 441 40
207 73 79
825 304 3
97 780 36
217 721 44
144 16 93
122 520 63
269 679 11
458 982 97
428 786 18
733 0 58
961 766 99
476 37 28
192 736 35
307 537 50
639 586 49
452 578 92
707 811 63
666 707 54
440 731 42
767 674 63
36 652 1
681 593 48
745 555 7
503 562 74
522 670 69
20 899 95
231 719 14
835 121 90
207 544 12
759 142 27
257 555 84
269 923 9
348 327 72
893 849 8
885 381 80
956 138 12
784 925 51
941 695 82
105 530 69
241 829 18
302 169 80
363 8 84
271 238 85
170 20 8
544 737 36
335 508 21
797 773 81
911 228 54
530 457 89
123 529 23
330 243 60
714 195 3
489 377 65
730 337 46
584 620 98
226 819 18
318 361 84
33 985 26
58 433 78
116 600 55
47 309 41
635 665 11
350 895 71
78 170 27
381 299 46
194 98 83
941 238 69
244 516 15
772 726 54
452 895 15
945 857 36
704 919 98
55 948 100
443 424 48
339 305 39
935 788 78
675 279 12
362 364 100
978 570 6
82 441 89
202 144 93
76 75 57
757 773 19
874 383 51
731 589 73
862 417 37
752 706 29
109 964 7
295 481 70
535 750 29
627 183 99
367 46 63
103 381 8
644 394 23
925 985 88
812 359 26
880 674 95
212 71 18
293 281 57
589 243 87
706 94 96
690 974 36
108 950 69
835 62 68
583 324 43
895 693 73
83 692 35
218 919 38
289 97 61
755 534 72
424 948 49
659 51 85
186 217 97
702 846 41
510 260 76
315 696 27
595 955 60
546 970 28
778 655 70
973 682 3
765 669 39
25 402 60
31 537 58
262 67 13
670 281 43
943 295 20
388 285 92
800 49 27
123 105 70
903 982 69
34 394 54
645 185 69
742 290 10
145 902 7
414 49 3
254 920 11
170 114 70
716 856 68
661 479 80
809 178 92
653 548 26
407 897 24
668 966 55
292 3 84
655 313 2
883 410 26
87 618 36
925 712 68
23 258 6
995 235 60
95 696 18
278 192 51
946 404 41
816 459 21
632 86 48
440 696 74
365 312 29
534 505 20
889 549 82
419 281 63
113 553 84
653 205 26
78 625 56
540 866 51
42 181 21
59 463 72
676 545 69
370 465 99
221 542 16
193 558 74
842 714 91
836 492 80
613 806 19
622 429 48
750 239 59
381 654 67
218 59 35
793 824 42
504 885 95
483 7 11
136 29 100
879 990 26
791 521 15
699 885 30
683 298 85
445 172 14
826 550 43
416 367 96
788 602 48
401 114 27
669 288 90
444 803 15
105 417 54
780 19 21
493 949 76
459 298 84
991 11 24
731 261 24
402 689 21
119 538 65
788 61 50
753 826 65
942 357 54
446 503 68
821 607 31
104 462 34
474 529 15
805 966 74
797 790 74
770 236 5
693 792 80
270 875 2
228 492 53
543 321 77
845 242 71
199 907 31
947 171 37
821 676 100
93 580 44
865 199 64
