1000 10000
307 521 47
841 134 42
758 864 82
483 224 76
332 186 81
202 421 41
306 150 24
940 852 87
751 623 98
416 185 81
492 335 52
868 467 20
646 946 100
217 852 98
612 626 44
953 348 16
561 960 18
144 887 66
736 35 37
424 287 88
604 531 87
630 189 72
342 827 76
579 411 91
604 490 55
132 639 69
992 508 2
381 654 50
240 772 58
102 760 4
800 693 55
791 966 63
151 422 84
906 612 95
6 853 49
545 134 22
334 239 72
617 309 17
358 679 51
682 308 30
45 696 63
938 817 55
594 171 4
488 993 84
903 866 99
356 215 45
945 112 89
57 195 78
468 233 74
256 287 45
259 72 66
837 926 64
452 417 6
831 565 31
439 716 31
982 566 9
266 491 29
65 99 29
235 75 3
698 506 53
119 276 49
546 555 66
665 526 34
656 731 27
430 958 71
624 807 79
636 609 57
444 613 74
345 230 9
229 88 95
687 575 92
971 499 49
544 759 11
647 829 46
302 539 12
234 971 12
263 39 3
988 443 85
930 73 100
826 773 5
487 256 36
909 295 36
14 783 52
829 283 67
289 984 25
958 735 39
453 202 76
326 169 53
776 100 10
536 409 89
780 944 17
196 503 76
384 918 3
283 729 89
543 879 47
131 852 46
652 443 32
722 908 5
369 525 64
273 51 44
2 812 61
418 941 15
180 765 46
899 668 82
591 372 50
616 335 49
87 806 20
751 25 11
547 904 34
607 460 23
32 610 73
32 639 74
1 966 34
779 182 46
290 737 7
41 974 74
578 675 53
735 230 54
639 591 31
726 990 47
788 513 11
492 970 39
978 134 15
18 186 18
305 429 37
698 332 100
56 534 89
488 37 56
299 946 1
404 413 83
969 43 39
994 617 24
105 580 87
431 816 42
527 827 22
398 210 86
756 623 95
133 603 13
81 956 6
462 448 25
549 401 31
661 860 9
609 519 68
401 841 20
860 259 99
314 876 99
758 266 35
204 868 83
895 772 47
530 654 75
500 857 50
689 920 75
575 112 17
153 573 7
981 139 61
535 229 67
305 372 55
99 466 90
681 711 73
991 509 8
903 773 97
465 331 73
418 805 54
211 145 70
376 157 37
844 875 46
668 490 82
310 418 35
488 308 68
910 845 26
927 165 1
878 447 90
321 852 47
103 889 22
968 682 34
699 512 53
579 442 31
566 909 29
841 894 81
995 639 32
921 912 75
994 233 9
354 177 1
890 498 86
336 369 4
854 860 31
471 147 67
462 917 39
93 202 1
765 163 78
321 606 32
804 618 84
873 129 52
450 508 38
483 242 47
164 751 87
973 583 41
815 504 31
963 409 34
870 405 20
518 374 65
388 323 86
604 295 51
857 528 55
703 57 27
341 53 94
33 716 88
192 643 59
252 120 98
541 103 48
518 685 35
520 424 90
594 723 45
977 729 44
135 944 42
399 97 21
611 228 45
516 866 54
407 84 39
681 803 67
951 831 24
921 509 57
1 239 64
578 190 41
258 170 5
759 803 11
725 191 10
372 57 6
417 90 94
562 866 52
891 714 97
232 96 8
442 737 97
355 432 60
579 178 70
326 13 20
130 65 17
256 645 71
657 428 90
833 713 81
597 376 85
66 289 75
972 836 88
564 15 55
739 5 71
274 520 78
709 89 12
5 295 6
817 985 17
361 79 17
605 871 91
52 971 43
798 172 83
179 92 44
675 206 2
900 882 75
923 294 86
956 905 73
117 344 62
19 857 62
283 365 63
560 807 100
814 539 44
912 984 31
31 779 96
752 565 86
165 638 10
109 133 57
662 446 52
619 513 41
689 954 28
297 884 68
762 525 26
950 652 91
301 505 36
605 938 69
946 749 14
488 545 63
666 132 41
750 906 2
443 1 25
741 708 81
459 152 94
753 387 95
302 517 50
196 541 35
248 674 71
480 822 91
683 785 5
14 400 31
182 345 40
973 433 1
563 969 34
158 727 68
807 35 40
186 942 90
266 389 93
351 452 53
983 477 4
760 133 19
615 374 11
465 808 84
447 912 40
825 935 21
588 37 72
216 521 57
107 119 54
349 761 68
94 395 70
100 982 13
528 900 85
977 850 6
588 94 31
982 993 10
886 542 76
775 369 72
973 804 37
289 47 58
567 185 91
402 318 22
217 695 98
684 201 92
11 455 42
935 906 32
368 971 24
104 915 94
303 123 57
734 147 18
999 968 44
535 789 33
262 201 12
649 381 39
870 153 92
616 295 39
26 691 27
546 514 93
161 840 15
376 403 79
718 365 55
250 695 66
15 702 26
598 147 56
38 983 45
279 557 72
929 609 9
924 635 31
847 368 8
135 225 56
322 955 29
752 134 80
907 471 14
949 562 24
176 536 64
125 613 51
497 632 63
316 849 97
134 946 62
377 744 69
527 432 10
50 712 1
236 376 98
198 530 42
500 627 72
934 858 73
763 980 7
467 435 81
606 601 24
656 131 11
577 460 41
417 495 68
1 536 19
874 89 83
541 767 50
436 704 74
684 752 99
778 191 84
12 487 16
214 928 32
103 546 38
953 383 84
304 800 46
318 603 38
532 159 20
274 730 35
139 125 21
120 31 90
106 420 38
488 419 87
531 587 23
63 909 13
899 830 27
274 977 19
582 495 93
858 873 36
38 146 95
125 570 47
944 528 97
960 388 11
618 773 60
45 7 80
329 422 86
24 899 30
535 189 12
782 956 93
30 95 60
382 670 22
499 65 30
588 48 57
336 25 38
271 936 98
523 599 77
691 14 67
784 597 96
734 410 61
424 781 54
394 164 36
269 680 85
84 848 50
195 839 24
991 198 45
811 774 17
826 49 44
120 924 94
968 995 70
131 613 87
36 461 22
442 615 39
649 703 20
553 70 70
196 343 32
675 211 9
3 823 97
388 491 80
862 316 17
324 229 60
478 743 67
756 101 92
537 209 35
925 786 25
343 897 11
301 653 46
588 405 20
752 88 22
806 228 88
44 236 25
448 109 37
226 13 89
98 168 11
449 193 24
32 115 65
849 12 50
122 623 41
531 172 55
369 854 2
898 1 37
253 274 77
516 763 39
737 577 52
156 300 100
663 966 80
906 34 65
73 556 14
683 277 20
535 421 28
45 902 59
65 149 74
404 641 87
722 754 39
826 883 68
820 287 45
732 13 76
6 605 19
846 654 90
163 773 74
646 511 82
518 0 56
480 969 61
919 165 93
660 166 83
905 642 47
604 676 48
730 200 10
122 94 92
947 28 2
232 431 54
727 785 26
528 293 7
356 144 48
487 122 20
862 197 18
890 295 54
78 141 5
150 359 73
789 30 89
971 469 31
54 999 4
318 700 44
919 996 54
55 175 15
417 156 99
218 626 77
582 516 9
495 261 42
478 49 16
653 912 5
287 719 75
717 748 12
923 574 7
952 161 82
25 664 95
295 645 53
358 238 27
989 66 82
63 231 89
867 277 40
50 23 3
672 668 26
726 281 48
997 393 21
742 176 80
196 169 85
107 455 67
322 146 64
647 572 64
995 533 58
85 227 23
191 791 42
451 268 38
492 156 91
981 568 1
352 111 48
620 637 60
96 268 14
672 502 10
766 128 37
240 60 87
23 946 93
899 854 94
565 15 48
434 359 94
239 434 75
513 330 14
208 530 36
840 240 40
945 401 59
262 233 56
501 1 68
762 128 18
453 388 34
717 209 37
265 889 75
967 578 11
957 960 63
653 730 8
771 713 65
410 537 24
543 650 70
252 317 75
404 126 42
50 821 90
766 810 3
946 370 57
810 894 73
55 596 69
727 172 28
862 748 86
582 142 79
133 218 19
691 373 47
897 178 52
412 947 77
748 886 15
114 752 60
750 391 8
602 541 75
67 561 61
691 954 43
463 394 26
273 439 76
726 904 73
921 306 63
537 615 22
774 594 64
738 526 43
986 298 15
725 796 48
700 510 39
780 546 79
875 983 51
618 497 34
622 621 34
265 939 60
798 523 23
319 412 87
324 799 22
817 310 89
732 424 19
780 37 10
796 972 38
332 661 42
58 558 56
923 265 16
117 242 60
200 497 66
879 92 62
978 631 31
882 387 67
738 85 17
766 29 21
824 769 65
518 253 28
817 783 85
26 303 60
940 530 65
162 623 97
125 365 62
590 467 57
268 550 92
985 84 63
848 495 24
133 769 92
78 881 46
831 699 18
703 35 69
971 694 81
647 203 52
104 648 59
1 383 97
918 480 72
962 219 68
410 740 2
421 433 76
85 171 75
625 722 31
360 480 32
649 351 30
629 807 21
848 830 26
536 558 47
773 784 19
581 232 33
754 753 60
499 513 53
631 367 39
143 219 48
405 583 79
717 192 54
937 191 38
369 539 17
308 687 91
706 414 56
319 394 2
967 657 21
977 431 73
924 675 66
908 872 87
179 952 13
911 891 64
889 636 55
739 743 18
65 444 27
5 788 12
957 229 33
991 587 30
66 35 90
900 904 2
873 24 16
217 409 63
548 974 76
49 966 92
835 141 46
171 638 46
194 58 9
